Dataset,k,L,K,T,RATIO,RECALL,AVG_TIME,COST,DATE
audio,10,2,18,24,1.00004,0.999,0.59008,0.0212186,1324.53,
audio,20,2,18,24,1.00006,0.997,0.69593,0.022118,1324.53,
audio,30,2,18,24,1.00007,0.996333,0.74606,0.0230293,1324.53,
audio,40,2,18,24,1.00009,0.99575,0.77318,0.0239205,1324.53,
audio,50,2,18,24,1.00012,0.9938,0.74784,0.0247919,1324.53,
audio,60,2,18,24,1.00013,0.9945,0.67806,0.0256541,1324.53,
audio,70,2,18,24,1.00013,0.994857,0.71693,0.0265372,1324.53,
audio,80,2,18,24,1.00012,0.995125,0.7821,0.0274007,1324.53,
audio,90,2,18,24,1.00013,0.994444,0.82544,0.0282588,1324.53,
audio,100,2,18,24,1.00013,0.9946,0.94368,0.0291321,1324.53,
audio,100,2,18,0,1.00023,0.9907,0.66624,0.0263427,1324.53,
audio,1,2,18,24,1,1,0.46024,0.0202779,1324.53,
audio,10,2,18,24,1.00005,0.998,0.70113,0.0210892,1324.53,
audio,20,2,18,24,1.00009,0.995,0.65009,0.022009,1324.53,
audio,30,2,18,24,1.00012,0.995,0.71446,0.0229442,1324.53,
audio,40,2,18,24,1.00013,0.99475,0.67728,0.0238594,1324.53,
audio,50,2,18,24,1.00014,0.994,0.67324,0.0247094,1324.53,
audio,60,2,18,24,1.00014,0.994667,0.82342,0.0255836,1324.53,
audio,70,2,18,24,1.00014,0.994571,0.74014,0.0264678,1324.53,
audio,80,2,18,24,1.00014,0.994875,0.67002,0.0273089,1324.53,
audio,90,2,18,24,1.00015,0.994444,0.71061,0.0281649,1324.53,
audio,100,2,18,24,1.00014,0.9947,0.7558,0.0290444,1324.53,
audio,100,2,18,0,1.00025,0.9904,0.69185,0.0262711,1324.53,
audio,50,2,18,0,1.00018,0.9924,0.61983,0.0263565,1324.53,
audio,1,2,18,24,1,1,0.5195,0.0203641,1324.53,
audio,10,2,18,24,1.00005,0.998,0.60996,0.0211698,1324.53,
audio,20,2,18,24,1.00006,0.9965,0.58275,0.0220789,1324.53,
audio,30,2,18,24,1.00008,0.995333,0.52757,0.0229989,1324.53,
audio,40,2,18,24,1.00009,0.995,0.6632,0.0238969,1324.53,
audio,50,2,18,24,1.00012,0.9936,0.70108,0.02477,1324.53,
audio,60,2,18,24,1.00014,0.994,0.72411,0.0256499,1324.53,
audio,70,2,18,24,1.00015,0.993714,0.73186,0.0265171,1324.53,
audio,80,2,18,24,1.00016,0.99375,0.82617,0.0273562,1324.53,
audio,90,2,18,24,1.00015,0.993333,0.83465,0.0282199,1324.53,
audio,100,2,18,24,1.00015,0.9938,0.82978,0.0290972,1324.53,
audio,100,2,18,0,1.00028,0.9885,0.64557,0.0263321,1324.53,
audio,1,2,18,24,1,1,0.53296,0.0202886,1324.54,
audio,10,2,18,24,1.00011,0.998,0.51979,0.0211243,1324.54,
audio,20,2,18,24,1.00012,0.9945,0.71162,0.0220418,1324.54,
audio,30,2,18,24,1.00012,0.995,0.811,0.02294,1324.54,
audio,40,2,18,24,1.00012,0.99575,0.78421,0.0238498,1324.54,
audio,50,2,18,24,1.00015,0.9942,0.66884,0.024741,1324.54,
audio,60,2,18,24,1.00015,0.993667,0.72288,0.0256111,1324.54,
audio,70,2,18,24,1.00017,0.993714,0.84936,0.026473,1324.54,
audio,80,2,18,24,1.00016,0.9945,0.77757,0.0273359,1324.54,
audio,90,2,18,24,1.00015,0.994,0.78877,0.0281866,1324.54,
audio,100,2,18,24,1.00015,0.9941,0.83396,0.0290741,1324.54,
audio,100,2,18,24,1.00026,0.9904,0.78551,0.024741,1324.54,
audio,1,2,18,24,1,1,0.59876,0.0203899,1324.54,
audio,10,2,18,24,1.00006,0.998,0.7532,0.0212007,1324.54,
audio,20,2,18,24,1.00007,0.9965,0.71713,0.0221304,1324.54,
audio,30,2,18,24,1.00009,0.996333,0.79054,0.0230334,1324.54,
audio,40,2,18,24,1.00011,0.9955,0.61077,0.0239155,1324.54,
audio,50,2,18,24,1.00013,0.9948,0.7008,0.0247976,1324.54,
audio,60,2,18,24,1.00011,0.995333,0.78104,0.0256674,1324.54,
audio,70,2,18,24,1.00012,0.994714,0.82351,0.026534,1324.54,
audio,80,2,18,24,1.00014,0.994625,0.78863,0.0273975,1324.54,
audio,90,2,18,24,1.00014,0.994444,0.82864,0.0282769,1324.54,
audio,100,2,18,24,1.00014,0.9948,0.77023,0.0291393,1324.54,
audio,100,2,18,24,1.00023,0.9913,0.7422,0.0247976,1324.54,
audio,50,2,18,24,1.00011,0.994,0.71557,0.0247399,1324.54,
audio,1,2,18,24,1,1,0.60965,0.0204176,1324.54,
audio,10,2,18,24,1.00005,0.998,0.6423,0.0212184,1324.54,
audio,20,2,18,24,1.00009,0.9965,0.77271,0.0221195,1324.54,
audio,30,2,18,24,1.00012,0.996,0.79602,0.0230334,1324.54,
audio,40,2,18,24,1.0001,0.9955,0.69721,0.0239305,1324.54,
audio,50,2,18,24,1.00013,0.9942,0.82907,0.0247888,1324.54,
audio,60,2,18,24,1.00015,0.993667,0.75704,0.0256597,1324.54,
audio,70,2,18,24,1.00016,0.993429,0.8422,0.0265499,1324.54,
audio,80,2,18,24,1.00017,0.99375,0.66445,0.0273484,1324.54,
audio,90,2,18,24,1.00018,0.993111,0.7693,0.028223,1324.54,
audio,100,2,18,24,1.00018,0.9934,0.86506,0.0290906,1324.54,
audio,100,2,18,24,1.00025,0.9901,0.65337,0.0247888,1324.54,
audio,1,2,18,24,1,1,0.51881,0.0202822,1324.54,
audio,10,2,18,24,1.00005,0.998,0.6171,0.0211274,1324.54,
audio,20,2,18,24,1.00007,0.996,0.52277,0.022021,1324.54,
audio,30,2,18,24,1.00009,0.995667,0.63099,0.0229537,1324.54,
audio,40,2,18,24,1.00011,0.99475,0.68866,0.0238101,1324.54,
audio,50,2,18,24,1.00014,0.9934,0.69337,0.0246699,1324.54,
audio,60,2,18,24,1.00015,0.994,0.62703,0.0255246,1324.54,
audio,70,2,18,24,1.00016,0.994143,0.7948,0.0263818,1324.54,
audio,80,2,18,24,1.00017,0.99425,0.63177,0.0272239,1324.54,
audio,90,2,18,24,1.00016,0.994,0.73683,0.0280778,1324.54,
audio,100,2,18,24,1.00016,0.9942,0.72065,0.0289606,1324.54,
audio,100,2,18,24,1.00023,0.9907,0.65527,0.0246699,1324.54,
audio,1,2,18,24,1,1,0.59924,0.0203829,1324.54,
audio,10,2,18,24,1.00004,0.999,0.59029,0.0212042,1324.54,
audio,20,2,18,24,1.00009,0.995,0.5596,0.022109,1324.54,
audio,30,2,18,24,1.00013,0.994667,0.60978,0.0230576,1324.54,
audio,40,2,18,24,1.00016,0.99325,0.61136,0.0239187,1324.54,
audio,50,2,18,24,1.00017,0.9922,0.73048,0.0248015,1324.54,
audio,60,2,18,24,1.00017,0.993333,0.76766,0.0256768,1324.54,
audio,70,2,18,24,1.00017,0.993571,0.78302,0.0265198,1324.54,
audio,80,2,18,24,1.00016,0.9935,0.82932,0.0273555,1324.54,
audio,90,2,18,24,1.00016,0.993556,0.88885,0.0282217,1324.54,
audio,100,2,18,24,1.00015,0.9935,0.74111,0.0290856,1324.54,
audio,100,2,18,24,1.00028,0.9898,0.79389,0.0248015,1324.54,
audio,50,2,18,24,1.00011,0.9942,0.63902,0.02477,1324.54,
audio,1,2,18,24,1,1,0.61725,0.0204114,1324.54,
audio,10,2,18,24,1.00008,0.997,0.67693,0.0212079,1324.54,
audio,20,2,18,24,1.00009,0.995,0.59011,0.022111,1324.54,
audio,30,2,18,24,1.00012,0.995333,0.67279,0.0230398,1324.54,
audio,40,2,18,24,1.00014,0.99525,0.65981,0.023883,1324.54,
audio,50,2,18,24,1.00014,0.9944,0.77351,0.0247932,1324.54,
audio,60,2,18,24,1.00015,0.994667,0.74598,0.02566,1324.55,
audio,70,2,18,24,1.00016,0.994857,0.67864,0.0265335,1324.55,
audio,80,2,18,24,1.00014,0.994625,0.83337,0.027397,1324.55,
audio,90,2,18,24,1.00015,0.994111,0.69694,0.028276,1324.55,
audio,100,2,18,24,1.00017,0.9938,0.8569,0.0291457,1324.55,
audio,100,2,18,24,1.00024,0.9907,0.75364,0.0247932,1324.55,
audio,1,2,18,24,1,1,0.50998,0.0204163,1324.55,
audio,10,2,18,24,1.00005,0.999,0.61894,0.0212348,1324.55,
audio,20,2,18,24,1.00008,0.996,0.5911,0.0221322,1324.55,
audio,30,2,18,24,1.0001,0.995667,0.61119,0.0230456,1324.55,
audio,40,2,18,24,1.00009,0.99575,0.71826,0.0239358,1324.55,
audio,50,2,18,24,1.00011,0.9948,0.74149,0.0247871,1324.55,
audio,60,2,18,24,1.00011,0.996,0.64568,0.0256451,1324.55,
audio,70,2,18,24,1.00012,0.995571,0.70279,0.0265167,1324.55,
audio,80,2,18,24,1.00012,0.995125,0.7248,0.027359,1324.55,
audio,90,2,18,24,1.00013,0.994222,0.75839,0.028238,1324.55,
audio,100,2,18,24,1.00014,0.9948,0.84438,0.0290893,1324.55,
audio,100,2,18,24,1.00021,0.9917,0.66885,0.0247871,1324.55,
audio,1,2,18,24,1,1,0.46875,0.0203506,1324.55,
audio,10,2,18,24,1.00002,0.999,0.48116,0.0211634,1324.55,
audio,20,2,18,24,1.00006,0.9955,0.48406,0.0220697,1324.55,
audio,30,2,18,24,1.0001,0.995667,0.67466,0.0230064,1324.55,
audio,40,2,18,24,1.00012,0.99575,0.71726,0.0238768,1324.55,
audio,50,2,18,24,1.00014,0.9942,0.55609,0.0247336,1324.55,
audio,60,2,18,24,1.00016,0.994167,0.60347,0.0256021,1324.55,
audio,70,2,18,24,1.00017,0.994,0.73442,0.0264429,1324.55,
audio,80,2,18,24,1.00016,0.99375,0.70963,0.027299,1324.55,
audio,90,2,18,24,1.00015,0.993444,0.62633,0.028182,1324.55,
audio,100,2,18,24,1.00015,0.9937,0.63826,0.0290398,1324.55,
audio,100,2,18,24,1.00025,0.9909,0.59406,0.0247336,1324.55,
audio,50,2,18,24,1.00015,0.9934,0.76166,0.0247371,1324.55,
audio,1,2,18,24,1,1,0.57782,0.0204016,1324.55,
audio,10,2,18,24,1.00004,0.999,0.77728,0.021216,1324.55,
audio,20,2,18,24,1.00007,0.996,0.75115,0.0221084,1324.55,
audio,30,2,18,24,1.00009,0.995,0.60851,0.0230386,1324.55,
audio,40,2,18,24,1.00011,0.99475,0.57076,0.0239421,1324.55,
audio,50,2,18,24,1.00011,0.9948,0.50906,0.0247897,1324.55,
audio,60,2,18,24,1.00013,0.9945,0.5319,0.025644,1324.55,
audio,70,2,18,24,1.00014,0.994571,0.67229,0.0265161,1324.55,
audio,80,2,18,24,1.00014,0.994875,0.82507,0.0273392,1324.55,
audio,90,2,18,24,1.00015,0.993667,0.7946,0.0282201,1324.55,
audio,100,2,18,24,1.00016,0.9941,0.7961,0.0291022,1324.55,
audio,100,2,18,24,1.00021,0.9917,0.51555,0.0247897,1324.55,
audio,1,2,18,24,1,1,0.66526,0.020308,1324.55,
audio,10,2,18,24,1,1,0.63874,0.0211099,1324.55,
audio,20,2,18,24,1.00001,0.9975,0.66889,0.0220368,1324.55,
audio,30,2,18,24,1.00004,0.997333,0.74744,0.0229695,1324.55,
audio,40,2,18,24,1.00006,0.99575,0.75088,0.0238518,1324.55,
audio,50,2,18,24,1.00008,0.9952,0.83435,0.0247218,1324.55,
audio,60,2,18,24,1.0001,0.9955,0.82602,0.0256002,1324.55,
audio,70,2,18,24,1.00011,0.995571,0.82761,0.0264656,1324.55,
audio,80,2,18,24,1.00011,0.9955,0.71513,0.0272949,1324.55,
audio,90,2,18,24,1.00012,0.994889,0.94565,0.0281704,1324.55,
audio,100,2,18,24,1.00013,0.9947,0.94058,0.0290361,1324.55,
audio,100,2,18,24,1.00018,0.9922,0.73578,0.0247218,1324.55,
audio,1,2,18,24,1,1,0.53242,0.0204407,1324.55,
audio,10,2,18,24,1.00002,0.999,0.57173,0.0212234,1324.55,
audio,20,2,18,24,1.00003,0.997,0.60288,0.0221542,1324.55,
audio,30,2,18,24,1.00006,0.996,0.52829,0.023074,1324.55,
audio,40,2,18,24,1.00008,0.996,0.67204,0.0239783,1324.55,
audio,50,2,18,24,1.0001,0.9952,0.62368,0.024855,1324.55,
audio,60,2,18,24,1.00011,0.995,0.58436,0.0257294,1324.55,
audio,70,2,18,24,1.00012,0.994571,0.56766,0.0265966,1324.55,
audio,80,2,18,24,1.00014,0.99475,0.75811,0.0274461,1324.55,
audio,90,2,18,24,1.00013,0.994444,0.6503,0.0283147,1324.55,
audio,100,2,18,24,1.00013,0.9946,0.64991,0.0292061,1324.55,
audio,100,2,18,24,1.00021,0.9919,0.70981,0.024855,1324.55,
audio,50,2,18,24,1.0001,0.9944,0.83766,0.0247102,1324.55,
audio,1,2,18,24,1,1,0.3084,0.0202766,1324.55,
audio,10,2,18,24,1.00005,0.998,0.33544,0.0210968,1324.55,
audio,20,2,18,24,1.00008,0.996,0.33344,0.0220114,1324.55,
audio,30,2,18,24,1.00008,0.996667,0.32949,0.0229579,1324.55,
audio,40,2,18,24,1.0001,0.99575,0.32874,0.0238531,1324.55,
audio,50,2,18,24,1.00012,0.9944,0.36632,0.0247198,1324.55,
audio,60,2,18,24,1.00013,0.994833,0.35275,0.0256058,1324.55,
audio,70,2,18,24,1.00015,0.994857,0.42095,0.0264855,1324.55,
audio,80,2,18,24,1.00016,0.99525,0.32849,0.0273089,1324.55,
audio,90,2,18,24,1.00016,0.995,0.40409,0.0282053,1324.55,
audio,100,2,18,24,1.00015,0.995,0.37698,0.029059,1324.55,
audio,100,2,18,24,1.00023,0.9917,0.34074,0.0247198,1324.55,
audio,1,2,18,24,1,1,0.28954,0.0203377,1324.61,
audio,10,2,18,24,1.00008,0.997,0.2742,0.0211591,1324.61,
audio,20,2,18,24,1.00009,0.9955,0.32918,0.022068,1324.61,
audio,30,2,18,24,1.00012,0.995333,0.3197,0.0230024,1324.61,
audio,40,2,18,24,1.00012,0.9945,0.35295,0.0238945,1324.61,
audio,50,2,18,24,1.00015,0.9938,0.34864,0.0247674,1324.61,
audio,60,2,18,24,1.00015,0.994667,0.36501,0.0256277,1324.61,
audio,70,2,18,24,1.00015,0.994714,0.34878,0.0264999,1324.61,
audio,80,2,18,24,1.00015,0.995125,0.38543,0.0273579,1324.61,
audio,90,2,18,24,1.00014,0.994667,0.3764,0.028221,1324.61,
audio,100,2,18,24,1.00013,0.9951,0.48946,0.0290597,1324.61,
audio,100,2,18,24,1.00024,0.9916,0.34653,0.0247674,1324.61,
audio,1,2,18,24,1,1,0.2167,0.020335,1324.61,
audio,10,2,18,24,1.00007,0.997,0.2668,0.0211564,1324.61,
audio,20,2,18,24,1.00011,0.995,0.28852,0.0220378,1324.61,
audio,30,2,18,24,1.00013,0.995667,0.30126,0.0229817,1324.61,
audio,40,2,18,24,1.00012,0.995,0.26237,0.0238537,1324.61,
audio,50,2,18,24,1.00013,0.9948,0.26628,0.0247033,1324.61,
audio,60,2,18,24,1.00014,0.994833,0.26918,0.0255735,1324.61,
audio,70,2,18,24,1.00013,0.995286,0.31996,0.0264562,1324.61,
audio,80,2,18,24,1.00014,0.995125,0.3387,0.0272803,1324.61,
audio,90,2,18,24,1.00015,0.994667,0.32925,0.0281651,1324.61,
audio,100,2,18,24,1.00014,0.9948,0.3515,0.0290258,1324.61,
audio,100,2,18,24,1.0002,0.9923,0.27217,0.0247033,1324.61,
audio,50,2,18,24,1.0001,0.9944,0.2925,0.0248368,1324.61,
audio,1,2,18,24,1,1,0.29343,0.0202635,1324.61,
audio,10,2,18,24,1,0.999,0.29629,0.0210933,1324.61,
audio,20,2,18,24,1.00003,0.9965,0.29216,0.0220007,1324.61,
audio,30,2,18,24,1.00006,0.996333,0.31098,0.0229291,1324.61,
audio,40,2,18,24,1.00008,0.99525,0.28389,0.0238157,1324.61,
audio,50,2,18,24,1.0001,0.9938,0.33101,0.0246768,1324.61,
audio,60,2,18,24,1.00012,0.994667,0.34724,0.0255619,1324.61,
audio,70,2,18,24,1.00013,0.994286,0.32613,0.0264545,1324.61,
audio,80,2,18,24,1.00014,0.99425,0.34458,0.0273018,1324.61,
audio,90,2,18,24,1.00014,0.994111,0.34494,0.0281972,1324.61,
audio,100,2,18,24,1.00014,0.9942,0.37244,0.0290749,1324.61,
audio,100,2,18,24,1.00021,0.9907,0.26083,0.0246768,1324.61,
audio,1,2,18,24,1,1,0.27381,0.0203698,1324.61,
audio,10,2,18,24,1.00007,0.997,0.28954,0.0211802,1324.61,
audio,20,2,18,24,1.00011,0.994,0.22853,0.0220988,1324.61,
audio,30,2,18,24,1.00013,0.995,0.26011,0.0230103,1324.61,
audio,40,2,18,24,1.00016,0.9935,0.32794,0.0238984,1324.61,
audio,50,2,18,24,1.00015,0.9936,0.33497,0.0247648,1324.61,
audio,60,2,18,24,1.00016,0.993833,0.3545,0.0256113,1324.61,
audio,70,2,18,24,1.00016,0.994,0.37099,0.0264792,1324.61,
audio,80,2,18,24,1.00016,0.9945,0.31095,0.0273555,1324.61,
audio,90,2,18,24,1.00017,0.993889,0.36803,0.0282237,1324.61,
audio,100,2,18,24,1.00015,0.9943,0.37238,0.02908,1324.61,
audio,100,2,18,24,1.00024,0.9914,0.3119,0.0247648,1324.61,
audio,1,2,18,24,1,1,0.2624,0.0203344,1324.61,
audio,10,2,18,24,1.00007,0.998,0.30219,0.021163,1324.61,
audio,20,2,18,24,1.00012,0.993,0.29921,0.0220588,1324.61,
audio,30,2,18,24,1.00016,0.994667,0.28297,0.0230061,1324.61,
audio,40,2,18,24,1.00015,0.99475,0.33132,0.0238838,1324.61,
audio,50,2,18,24,1.00017,0.9936,0.33351,0.0247701,1324.61,
audio,60,2,18,24,1.00016,0.994333,0.36398,0.0256401,1324.61,
audio,70,2,18,24,1.00018,0.993857,0.3425,0.0265106,1324.61,
audio,80,2,18,24,1.00018,0.993875,0.35218,0.0273968,1324.61,
audio,90,2,18,24,1.0002,0.992778,0.40238,0.0282544,1324.61,
audio,100,2,18,24,1.0002,0.993,0.37226,0.0291332,1324.61,
audio,100,2,18,24,1.00028,0.9904,0.28296,0.0247701,1324.61,
audio,50,2,18,24,1.00015,0.9944,0.34358,0.0247462,1324.61,
audio,1,2,18,24,1,1,0.25207,0.0202982,1324.61,
audio,10,2,18,24,1.00005,0.999,0.23551,0.0211174,1324.61,
audio,20,2,18,24,1.00007,0.9965,0.24958,0.0220278,1324.61,
audio,30,2,18,24,1.0001,0.995333,0.29748,0.0229485,1324.61,
audio,40,2,18,24,1.00011,0.9945,0.34066,0.0238753,1324.61,
audio,50,2,18,24,1.00012,0.9944,0.33999,0.0247438,1324.61,
audio,60,2,18,24,1.00013,0.994167,0.31949,0.0255962,1324.61,
audio,70,2,18,24,1.00012,0.994857,0.29882,0.0264748,1324.61,
audio,80,2,18,24,1.00013,0.99425,0.32823,0.0273392,1324.61,
audio,90,2,18,24,1.00014,0.994,0.34207,0.028238,1324.61,
audio,100,2,18,24,1.00015,0.9939,0.32323,0.0290843,1324.61,
audio,100,2,18,24,1.00023,0.9905,0.28684,0.0247438,1324.61,
audio,1,2,18,24,1,1,0.30718,0.020346,1324.61,
audio,10,2,18,24,1.00002,0.998,0.29386,0.0211676,1324.61,
audio,20,2,18,24,1.00004,0.9965,0.29608,0.0220922,1324.61,
audio,30,2,18,24,1.00008,0.995667,0.33256,0.0229981,1324.61,
audio,40,2,18,24,1.00009,0.99575,0.34213,0.023898,1324.61,
audio,50,2,18,24,1.00011,0.9948,0.3444,0.0247587,1324.61,
audio,60,2,18,24,1.00012,0.995,0.28861,0.0256196,1324.61,
audio,70,2,18,24,1.00013,0.995143,0.33375,0.0264826,1324.61,
audio,80,2,18,24,1.00013,0.99525,0.32093,0.027337,1324.61,
audio,90,2,18,24,1.00014,0.995,0.38267,0.0282186,1324.61,
audio,100,2,18,24,1.00015,0.9947,0.39388,0.0291024,1324.61,
audio,100,2,18,24,1.00019,0.9925,0.34337,0.0247587,1324.61,
audio,1,2,18,24,1,1,0.26333,0.0203521,1324.61,
audio,10,2,18,24,1.00004,0.999,0.23668,0.0211901,1324.61,
audio,20,2,18,24,1.00008,0.9955,0.29774,0.0220824,1324.61,
audio,30,2,18,24,1.0001,0.996,0.27321,0.0230061,1324.61,
audio,40,2,18,24,1.00011,0.99525,0.30921,0.023891,1324.61,
audio,50,2,18,24,1.00012,0.9946,0.33616,0.0247761,1324.61,
audio,60,2,18,24,1.00013,0.9945,0.29656,0.0256338,1324.61,
audio,70,2,18,24,1.00013,0.994714,0.27624,0.0265147,1324.61,
audio,80,2,18,24,1.00013,0.994875,0.35958,0.0273593,1324.61,
audio,90,2,18,24,1.00014,0.994556,0.36486,0.0282485,1324.61,
audio,100,2,18,24,1.00014,0.9947,0.37172,0.0291081,1324.61,
audio,100,2,18,24,1.00022,0.9911,0.29746,0.0247761,1324.61,
audio,50,2,18,24,1.0002,0.994,0.31879,0.0247548,1324.61,
audio,1,2,18,24,1,1,0.25177,0.0203495,1324.61,
audio,10,2,18,24,1.0001,0.996,0.26381,0.021144,1324.61,
audio,20,2,18,24,1.00016,0.993,0.34139,0.022057,1324.61,
audio,30,2,18,24,1.00016,0.994,0.30931,0.0230007,1324.61,
audio,40,2,18,24,1.00019,0.99375,0.29261,0.0238862,1324.61,
audio,50,2,18,24,1.00017,0.9936,0.31009,0.0247646,1324.61,
audio,60,2,18,24,1.00018,0.993833,0.292,0.0256331,1324.61,
audio,70,2,18,24,1.00018,0.994143,0.4332,0.0265021,1324.61,
audio,80,2,18,24,1.00017,0.994375,0.31121,0.0273381,1324.61,
audio,90,2,18,24,1.00017,0.994111,0.40041,0.0282476,1324.61,
audio,100,2,18,24,1.00017,0.9943,0.33778,0.0290972,1324.61,
audio,100,2,18,24,1.00025,0.9909,0.35537,0.0247646,1324.61,
audio,1,2,18,24,1,1,0.25593,0.0204054,1324.61,
audio,10,2,18,24,1.00005,0.997,0.22436,0.0212254,1324.61,
audio,20,2,18,24,1.00008,0.9945,0.27673,0.0221413,1324.61,
audio,30,2,18,24,1.00012,0.995,0.27378,0.0230629,1324.61,
audio,40,2,18,24,1.00012,0.99575,0.3119,0.0239679,1324.61,
audio,50,2,18,24,1.00014,0.9948,0.30874,0.0248325,1324.61,
audio,60,2,18,24,1.00015,0.995167,0.30525,0.0257104,1324.61,
audio,70,2,18,24,1.00015,0.995,0.31728,0.0265824,1324.61,
audio,80,2,18,24,1.00016,0.9945,0.29714,0.027451,1324.61,
audio,90,2,18,24,1.00016,0.994222,0.3244,0.0283177,1324.61,
audio,100,2,18,24,1.00016,0.994,0.33562,0.0291987,1324.61,
audio,100,2,18,24,1.00025,0.9904,0.30882,0.0248325,1324.61,
audio,1,2,18,24,1,1,0.24881,0.0202805,1324.61,
audio,10,2,18,24,1.00005,0.998,0.26904,0.0210861,1324.61,
audio,20,2,18,24,1.0001,0.9945,0.28128,0.0220047,1324.61,
audio,30,2,18,24,1.00012,0.995,0.28575,0.0229435,1324.61,
audio,40,2,18,24,1.00013,0.99525,0.31505,0.0238478,1324.61,
audio,50,2,18,24,1.00015,0.9946,0.34647,0.0247224,1324.61,
audio,60,2,18,24,1.00015,0.995,0.39903,0.0256006,1324.61,
audio,70,2,18,24,1.00016,0.994571,0.30136,0.0264377,1324.61,
audio,80,2,18,24,1.00016,0.995,0.37549,0.0272909,1324.61,
audio,90,2,18,24,1.00017,0.994,0.36694,0.0281597,1324.61,
audio,100,2,18,24,1.00016,0.9939,0.38098,0.0290132,1324.61,
audio,100,2,18,24,1.00023,0.991,0.31149,0.0247224,1324.61,
audio,50,2,18,24,1.00012,0.9946,0.32549,0.0247225,1324.61,
audio,1,2,18,24,1.0006,0.99,0.27828,0.0203134,1324.61,
audio,10,2,18,24,1.00022,0.998,0.27105,0.0211268,1324.61,
audio,20,2,18,24,1.00016,0.996,0.27518,0.0220073,1324.61,
audio,30,2,18,24,1.00016,0.995667,0.31541,0.0229428,1324.61,
audio,40,2,18,24,1.00017,0.99425,0.29685,0.0238373,1324.61,
audio,50,2,18,24,1.00018,0.9936,0.29892,0.0247163,1324.61,
audio,60,2,18,24,1.00018,0.993833,0.33507,0.0255825,1324.61,
audio,70,2,18,24,1.00017,0.993857,0.33544,0.0264425,1324.61,
audio,80,2,18,24,1.00018,0.993875,0.32824,0.0273167,1324.61,
audio,90,2,18,24,1.00018,0.993444,0.36546,0.0282044,1324.61,
audio,100,2,18,24,1.00019,0.9933,0.36818,0.0290926,1324.61,
audio,100,2,18,24,1.00028,0.9898,0.38706,0.0247163,1324.61,
audio,1,2,18,24,1,1,0.28556,0.0203381,1324.62,
audio,10,2,18,24,1.00005,0.998,0.24842,0.0211518,1324.62,
audio,20,2,18,24,1.00006,0.997,0.30602,0.0220416,1324.62,
audio,30,2,18,24,1.00007,0.996,0.29628,0.0230005,1324.62,
audio,40,2,18,24,1.0001,0.995,0.3452,0.0238769,1324.62,
audio,50,2,18,24,1.00012,0.9944,0.31123,0.0247428,1324.62,
audio,60,2,18,24,1.00013,0.994833,0.3518,0.0256076,1324.62,
audio,70,2,18,24,1.00013,0.995143,0.32158,0.0264713,1324.62,
audio,80,2,18,24,1.00014,0.994875,0.36233,0.0273512,1324.62,
audio,90,2,18,24,1.00014,0.994222,0.38488,0.028233,1324.62,
audio,100,2,18,24,1.00015,0.9942,0.36356,0.0290544,1324.62,
audio,100,2,18,24,1.00023,0.9908,0.33193,0.0247428,1324.62,
audio,1,2,18,24,1,1,0.31408,0.0202955,1324.62,
audio,10,2,18,24,1.00007,0.998,0.32167,0.0211056,1324.62,
audio,20,2,18,24,1.00008,0.996,0.33924,0.0220108,1324.62,
audio,30,2,18,24,1.00011,0.995,0.3241,0.0229474,1324.62,
audio,40,2,18,24,1.00012,0.996,0.34644,0.0238201,1324.62,
audio,50,2,18,24,1.00013,0.9946,0.3586,0.0246738,1324.62,
audio,60,2,18,24,1.00014,0.9945,0.3332,0.0255447,1324.62,
audio,70,2,18,24,1.00015,0.994143,0.36156,0.026408,1324.62,
audio,80,2,18,24,1.00016,0.994375,0.34666,0.0272409,1324.62,
audio,90,2,18,24,1.00016,0.993667,0.40508,0.0281128,1324.62,
audio,100,2,18,24,1.00016,0.9943,0.39354,0.02897,1324.62,
audio,100,2,18,24,1.00021,0.9921,0.36189,0.0246738,1324.62,
audio,50,2,18,24,1.00016,0.9934,0.31512,0.0247709,1324.62,
audio,1,2,18,24,1,1,0.25823,0.0203427,1324.62,
audio,10,2,18,24,1.00006,0.998,0.31373,0.0211623,1324.62,
audio,20,2,18,24,1.0001,0.9945,0.30387,0.0220815,1324.62,
audio,30,2,18,24,1.00013,0.993667,0.28154,0.0229968,1324.62,
audio,40,2,18,24,1.00015,0.9945,0.28633,0.0238747,1324.62,
audio,50,2,18,24,1.00017,0.9936,0.38929,0.0247563,1324.62,
audio,60,2,18,24,1.00016,0.9935,0.40018,0.0256571,1324.62,
audio,70,2,18,24,1.00017,0.993286,0.40774,0.0265005,1324.62,
audio,80,2,18,24,1.00019,0.99325,0.3589,0.0273911,1324.62,
audio,90,2,18,24,1.0002,0.992556,0.43548,0.0282594,1324.62,
audio,100,2,18,24,1.0002,0.993,0.40106,0.0291262,1324.62,
audio,100,2,18,24,1.00028,0.99,0.33914,0.0247563,1324.62,
audio,1,2,18,24,1,1,0.26117,0.0202801,1324.62,
audio,10,2,18,24,1.00007,0.998,0.30375,0.0211184,1324.62,
audio,20,2,18,24,1.00009,0.9955,0.29304,0.0220481,1324.62,
audio,30,2,18,24,1.00011,0.995,0.33333,0.022962,1324.62,
audio,40,2,18,24,1.00014,0.994,0.33173,0.0238299,1324.62,
audio,50,2,18,24,1.00016,0.9934,0.33437,0.0247257,1324.62,
